"mindex","n","predictors","rsquare","adjr","rmse","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
811,6,"Fraction_size Riverine_vs_Lentic Max_depth T ntu Color",0.321235330104029,0.290146871940854,0.387882788198975,0.246917690380222,18.9295395749286,146.240661838354,-245.871602530542,169.658691319611,21.8781892056202,0.166532010078218,0.751304405610045,0.00121917333638165
812,6,"Fraction_size T DO TDS ntu Transparancy",0.320857178511376,0.289751400427927,0.387990821275112,0.249804414710368,19.0091681051461,146.317522628159,-245.802342930953,169.735552109417,21.8903779250091,0.166624787954899,0.751722970350004,0.00121985255903321
813,6,"Fraction_size Riverine_vs_Lentic Max_depth T TDS Color",0.320659652435365,0.289544827356068,0.388047239991729,0.237640077742567,19.0507617713318,146.357653561398,-245.766179545649,169.775683042655,21.8967446571855,0.166673250133235,0.751941606082993,0.00122020734845552
814,6,"Riverine_vs_Lentic Max_depth T DO ntu Color",0.320393262529742,0.289266236386066,0.388123315066753,0.251374276424669,19.1068563034233,146.411756929883,-245.717423783247,169.829786411141,21.9053310333129,0.166738607757778,0.752236465138835,0.00122068582867763
815,6,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO TDS",0.320299468828528,0.28916814679014,0.388150096927717,0.242757350098423,19.1266067281642,146.430801234415,-245.700261465264,169.848830715672,21.9083542259339,0.166761619641408,0.752340282594377,0.00122085429764002
816,6,"Fraction_size Riverine_vs_Lentic Max_depth T DO Color",0.319885437702562,0.288735152406496,0.388268297332681,0.24482481391608,19.2137905207636,146.51483662632,-245.624528320414,169.932866107577,21.9216994274635,0.166863200408204,0.752798561321592,0.00122159796585316
817,6,"Fraction_size Riverine_vs_Lentic DO TDS ntu Color",0.319724456336672,0.288566797848275,0.388314245667055,0.251509353284171,19.2476888562653,146.547497005867,-245.595093619256,169.965526487124,21.9268882372789,0.166902696498139,0.75297674680292,0.00122188711494659
818,6,"Fraction_size Max_depth DO ntu Transparancy Color",0.31885985770103,0.287662599275123,0.388560932000012,0.24836341453362,19.4297500188303,146.72277723657,-245.437115323575,170.140806717828,21.954756294319,0.167114822077283,0.753933745292753,0.00122344007674616
819,6,"Fraction_size Riverine_vs_Lentic Max_depth DO ntu Color",0.318092789980011,0.286860398681386,0.388779659882967,0.248578215414876,19.5912738002682,146.878098849565,-245.297112163315,170.296128330823,21.9794806995191,0.167303018863464,0.754782789716781,0.00122481785693146
820,6,"T DO TDS ntu Transparancy Color",0.31744563757477,0.286183605707966,0.388964098485842,0.25221154666665,19.7275466491926,147.009003288977,-245.179108306223,170.427032770234,22.0003399507363,0.16746179493955,0.755499103447774,0.00122598024942482
821,6,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS Color",0.316394404389435,0.285084224437806,0.389263513941629,0.23857435137552,19.9489080161431,147.221379895911,-244.987642369152,170.639409377168,22.0342236803233,0.167719710507609,0.756662682164366,0.00122786843766844
822,6,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO TDS Color",0.316063810081928,0.284738488406291,0.389357627234349,0.245079070003142,20.0185222642818,147.288101097131,-244.927485716643,170.706130578388,22.0448795160359,0.167800820407684,0.757028607161224,0.00122846223958941
823,6,"Riverine_vs_Lentic Max_depth DO TDS ntu Color",0.315737863757604,0.284397613242686,0.389450395077642,0.245457271725149,20.0871577724748,147.353852666545,-244.868201031472,170.771882147803,22.0553855362675,0.167880789944954,0.757389387443873,0.00122904769296571
824,6,"Max_depth T DO ntu Transparancy Color",0.315681861574548,0.284339046074145,0.389466331679222,0.246533436975452,20.0989503223739,147.365146561992,-244.858017701775,170.783176043249,22.0571906189585,0.167894529841161,0.757451374593058,0.00122914828212627
825,6,"Fraction_size Riverine_vs_Lentic Max_depth TDS ntu Color",0.315299354312076,0.283939019395071,0.389575164749821,0.239213426558749,20.1794960392239,147.442261652314,-244.78848381881,170.860291133571,22.0695197318779,0.167988376362811,0.757874760494267,0.00122983532827947
826,6,"Fraction_size T DO ntu Transparancy Color",0.311313109502257,0.279770198487094,0.390707548868024,0.244659821476883,21.0188917246057,148.243351387057,-244.065966682064,171.661380868315,22.1980058214419,0.168966384485928,0.762287016199791,0.00123699528164764
827,6,"Fraction_size Riverine_vs_Lentic Max_depth DO TDS Color",0.30610895040758,0.274327680960599,0.392180988743137,0.227111908963601,22.1147473226746,149.282247388606,-243.128471825689,172.700276869864,22.3657481662916,0.17024320267232,0.768047344968709,0.00124634281001486
828,6,"Fraction_size Max_depth T TDS Transparancy Color",0.304798470533554,0.272957179107609,0.392551149781486,0.224670114224212,22.3906990528163,149.542627839836,-242.893418071772,172.960657321094,22.4079880292452,0.170564723307185,0.769497876126983,0.00124869664808443
829,6,"Fraction_size Max_depth DO TDS Transparancy Color",0.304555896885161,0.272703495215779,0.392619629391785,0.226785330778434,22.4417785232358,149.590771181365,-242.849953693584,173.008800662623,22.4158067511251,0.170624237714829,0.769766373676731,0.00124913235037912
830,6,"Fraction_size Max_depth T DO ntu Transparancy",0.301624370328423,0.26963770026713,0.39344626986516,0.229525837704463,23.0590789803594,150.171264127242,-242.325783379745,173.589293608499,22.5102967791335,0.171343475223414,0.773011193147928,0.00125439785574701
831,6,"Max_depth T DO TDS Transparancy Color",0.29932677929804,0.267234876059782,0.394092939294384,0.222967227349954,23.5428897069173,150.624526137573,-241.916378211149,174.042555618831,22.5843535671623,0.171907179360646,0.775554328257895,0.00125852470831667
832,6,"Fraction_size Max_depth T DO TDS Transparancy",0.297029508706541,0.264832386967909,0.394738459368971,0.213251141073281,24.0266329576854,151.076241372685,-241.508264573765,174.494270853943,22.6584000266885,0.172470804879568,0.7780971086836,0.00126265098532522
833,6,"Fraction_size T DO TDS Transparancy Color",0.294968533831438,0.262677016297,0.395316684656706,0.219959247080703,24.4606187012555,151.480239015423,-241.143173405655,174.89826849668,22.7248301169177,0.172976456254623,0.780378340415584,0.00126635283624074
834,6,"Fraction_size Riverine_vs_Lentic T DO TDS ntu",0.292871226197454,0.260483648771383,0.39590423646072,0.212994853160433,24.9022551442929,151.890148115113,-240.772654064652,175.308177596371,22.7924312978184,0.173491021716749,0.782699787796711,0.00127011994678575
835,6,"Fraction_size Riverine_vs_Lentic Max_depth T DO TDS",0.292775345935911,0.260383377047479,0.395931076066527,0.203666071154078,24.9224449423842,151.908858397639,-240.755739659638,175.326887878896,22.7955217452094,0.173514545529036,0.782805914803763,0.00127029216355474
836,6,"Fraction_size Max_depth T DO Transparancy Color",0.29150658624679,0.259056506227558,0.396286066724792,0.216833203895107,25.1896115263862,152.156208329739,-240.532114280168,175.574237810997,22.8364168680202,0.173825830294885,0.784210267131416,0.00127257106528881
837,6,"Riverine_vs_Lentic Max_depth T DO TDS ntu",0.291301927786998,0.258842474097853,0.396343299042244,0.208160896374163,25.2327070803027,152.196065847833,-240.496076745984,175.614095329091,22.8430134937794,0.173876042373092,0.784436797487674,0.00127293866564916
838,6,"Fraction_size Riverine_vs_Lentic Max_depth DO TDS ntu",0.288546470855606,0.255960813032199,0.397113053786293,0.206153582539044,25.8129320212719,152.731577033168,-240.011810199032,176.149606514426,22.9318283817171,0.174552081951785,0.787486730732344,0.00127788792092023
839,6,"Fraction_size Riverine_vs_Lentic Max_depth T TDS ntu",0.288252826767484,0.255653719596529,0.397194997206295,0.19928427490107,25.8747655494085,152.788523161241,-239.960304735971,176.206552642499,22.941293224547,0.174624126273494,0.78781175663141,0.00127841535415078
840,6,"Fraction_size Max_depth T DO TDS Color",0.263833081912809,0.230115513145456,0.403951330482143,0.171362455942823,31.0169054447436,157.443833007174,-235.744146240024,180.861862488432,23.7283993041334,0.180615406280554,0.814841245211013,0.00132227724491864
841,6,"Fraction_size Max_depth T TDS ntu Color",0.260295924411426,0.226416348430269,0.404920626454127,0.169371955997379,31.7617354506338,158.105311783954,-235.144169921873,181.523341265211,23.8424102485704,0.181483232752369,0.818756419544605,0.00132863056338604
842,6,"Max_depth T DO TDS ntu Color",0.258301312719112,0.224330380477239,0.405466193061199,0.171729192575661,32.1817468971001,158.476927912632,-234.807008155033,181.89495739389,23.9067012966046,0.181972602204226,0.820964195845258,0.00133221321507603
843,6,"Fraction_size Max_depth DO TDS ntu Color",0.25499658973017,0.220874296130026,0.406368489512265,0.168669425351865,32.8776324612448,159.090436865579,-234.25022740524,182.508466346837,24.0132203274718,0.182783401862058,0.824622095336834,0.00133814904280976
844,6,"Fraction_size Max_depth T DO ntu Color",0.243885991627735,0.209254815671754,0.409387460758559,0.162901531688294,35.2172248731871,161.133302425468,-232.394883488118,184.551331906726,24.3713411582304,0.185509339609309,0.836920085602888,0.00135810551013711
845,6,"Fraction_size T DO TDS ntu Color",0.239312133205124,0.204471467550397,0.410623819999232,0.150974277706449,36.1803561430054,161.965572461273,-231.638407142122,185.383601942531,24.5187674230431,0.186631516220309,0.841982753322573,0.00136632091450412
846,6,"Fraction_size Max_depth T DO TDS ntu",0.235462138727918,0.200445137448281,0.411661633432021,0.1402779088994,36.9910611817302,162.662256704792,-231.004901311163,186.080286186049,24.6428618424327,0.187576095906782,0.846244197591235,0.00137323613979501
847,6,"Fraction_size Riverine_vs_Lentic Max_depth T DO ntu",0.184417582018028,0.147062662110457,0.425181952275899,0.10267441205348,47.7396686327767,171.581325450435,-222.873316374936,194.999354931693,26.2881485215215,0.200099659682946,0.902743897766305,0.00146492058547727
848,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T DO Transparancy Color",0.393628316411974,0.360977533449542,0.366615101628672,0.324041751020528,5.68552841707827,132.676835978139,-257.670765755378,159.022119144554,19.696302212082,0.150948987541242,0.681002044645014,0.00110602953598234
849,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T ntu Transparancy Color",0.392555559734439,0.359847012950909,0.366939255128014,0.319816596860857,5.91142205119959,132.920761655405,-257.456769437141,159.26604482182,19.7311477371826,0.151216037502074,0.682206832913629,0.0011079862575813
850,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO ntu Transparancy Color",0.392047529337902,0.359311627071481,0.36709266614172,0.322197210799004,6.01839955590427,133.036128410372,-257.355544681387,159.381411576787,19.7476496954599,0.151342505600887,0.682777390128202,0.00110891291137955
851,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T TDS Transparancy Color",0.391668360138365,0.358912041068892,0.367207122898816,0.316974633099542,6.09824236669633,133.122169740318,-257.28004497335,159.467452906733,19.7599659551827,0.151436895243949,0.683203226306144,0.00110960452074254
852,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T DO TDS Transparancy",0.391397815872587,0.358626929034957,0.36728876811653,0.316666599908299,6.15521169503242,133.183529049356,-257.226200379803,159.528812215771,19.7687538352317,0.151504244007273,0.68350706832771,0.00111009799686756
853,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T TDS ntu Transparancy",0.391317902013441,0.358542712121857,0.367312881158017,0.314898013740954,6.17203939924272,133.201648255757,-257.210299781134,159.546931422172,19.7713496152842,0.151524137607939,0.683596817738751,0.00111024376074629
854,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO TDS ntu Transparancy",0.391302809733988,0.358526807181203,0.367317434893296,0.317051415469662,6.17521742639843,133.205069924886,-257.20729705484,159.550353091301,19.7718398461199,0.151527894650632,0.683613767529521,0.0011102712892528
855,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T Transparancy Color",0.390900525459983,0.35810286144629,0.367438793775541,0.313632088774264,6.25992764867721,133.296243161661,-257.127284124568,159.641526328076,19.7849069349211,0.151628038515375,0.684065563714173,0.00111100506080077
856,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river TDS ntu Transparancy Color",0.390519137162993,0.357700936856385,0.367553811873419,0.315664324727224,6.34023774156455,133.382624970211,-257.051471178802,159.727908136626,19.7972952758694,0.151722980576241,0.684493892109254,0.00111170071782528
857,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river DO TDS Transparancy Color",0.390042356304756,0.357198483182705,0.367697547611512,0.317761940525156,6.44063493600956,133.490536540064,-256.956755903719,159.835819706479,19.8127821795737,0.151841669475769,0.685029353688504,0.00111257037207476
858,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river ntu Transparancy Color",0.389938873903757,0.357089428652421,0.367728737163561,0.313698384644149,6.462425539712,133.513946952634,-256.936207315613,159.859230119049,19.8161435183349,0.151867430183404,0.685145572385011,0.00111275912526865
859,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO Transparancy Color",0.389665613603978,0.3568014543365,0.36781108498964,0.315579669300974,6.5199667915829,133.575746462078,-256.88196084224,159.921029628493,19.8250196212148,0.15193545507095,0.685452464721686,0.00111325755547367
860,7,"Riverine_vs_Lentic distance_from_source_of_the_river T DO ntu Transparancy Color",0.389606178441372,0.356738818818984,0.367828993516463,0.320307715004481,6.53248223441989,133.589184428683,-256.870164916951,159.934467595098,19.8269502076132,0.151950250744729,0.685519214981228,0.00111336596595374
861,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS ntu Transparancy",0.389167649058017,0.356276676314987,0.367961100735412,0.308378456287458,6.6248246995375,133.688293109559,-256.783163152431,160.033576275974,19.8411946182564,0.152059417396498,0.686011717211765,0.00111416584903455
862,7,"Riverine_vs_Lentic distance_from_source_of_the_river T DO TDS Transparancy Color",0.389142412895782,0.356250081282478,0.36796870169999,0.319472685455292,6.63013875492206,133.693994376764,-256.778158148335,160.039277543179,19.8420143449876,0.152065699637641,0.686040059363198,0.00111421188011015
863,7,"Riverine_vs_Lentic distance_from_source_of_the_river T DO TDS ntu Transparancy",0.38882562097458,0.355916231334749,0.368064103971353,0.316975407816807,6.69684659262589,133.76554289156,-256.715345666426,160.110826057975,19.8523044518432,0.152144561202356,0.686395841059318,0.00111478971253718
864,7,"Fraction_size Riverine_vs_Lentic distance_from_source_of_the_river T DO ntu Transparancy",0.388382335269275,0.355449076399159,0.368197558503843,0.31734654471202,6.79019061091293,133.865598220386,-256.62750151529,160.210881386801,19.8667033584121,0.15225491188366,0.686893685005276,0.00111559827120872
865,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T TDS Transparancy",0.388305853540511,0.355368476423461,0.368220579017415,0.306310730312769,6.80629560099712,133.882853802302,-256.612351227123,160.228136968717,19.869187655229,0.152273951096465,0.686979579869888,0.0011157377748387
866,7,"Riverine_vs_Lentic distance_from_source_of_the_river T TDS ntu Transparancy Color",0.388203476399117,0.355260586666762,0.368251391632929,0.315568052129877,6.82785346682505,133.905948454171,-256.592073974108,160.251231620586,19.8725130926976,0.152299436662923,0.687094557274837,0.00111592451202524
867,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T DO Transparancy Color",0.38805325008172,0.355102271239966,0.368296600826436,0.31391574779622,6.85948707907681,133.93983012258,-256.562325030547,160.285113288994,19.8773927779266,0.152336833710191,0.687263272985146,0.00111619852670736
868,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO TDS Transparancy",0.387762147595155,0.354795494004124,0.368384189582461,0.308217101118598,6.92078541444872,134.005460982218,-256.504697411778,160.350744148633,19.8868484347543,0.152409300197013,0.687590203470057,0.00111672950128426
869,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS Transparancy Color",0.387700290961329,0.354730306628478,0.36840279871476,0.30826649746002,6.93381075384011,134.019402923639,-256.492455239533,160.364686090054,19.8888576759287,0.152424698667129,0.687659673228046,0.00111684232855813
870,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO ntu Transparancy",0.387385166964074,0.354398214415986,0.368497586959563,0.312426244129575,7.00016737172882,134.090407244491,-256.430105662359,160.435690410906,19.8990936049013,0.1525031450221,0.68801358171727,0.00111741711867101
871,7,"Riverine_vs_Lentic distance_from_source_of_the_river DO TDS ntu Transparancy Color",0.387336162415663,0.354346571161122,0.368512325173326,0.317745402747027,7.01048640843197,134.101445758172,-256.420412346261,160.446728924587,19.9006853817296,0.15251534411907,0.688068617594716,0.00111750650358031
872,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T ntu Transparancy Color",0.386971065648916,0.353961815337704,0.368622110190885,0.310361906372021,7.08736594427984,134.183657804216,-256.348216526604,160.528940970631,19.9125445375068,0.152606230598084,0.688478649348141,0.00111817244464986
873,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO ntu Transparancy Color",0.386538939277472,0.353506420623182,0.368752008850323,0.313579459909184,7.17836010771816,134.280900247231,-256.262815917096,160.626183413645,19.9265809640685,0.152713803296521,0.688963960503762,0.00111896064855686
874,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T ntu Transparancy",0.38617684490257,0.353124828858863,0.368860820427424,0.3088946937851,7.25460742078951,134.362330488966,-256.191297282044,160.707613655381,19.9383425954744,0.152803942365948,0.68937062034019,0.00111962111322612
875,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO TDS ntu Transparancy",0.386110638121606,0.353055057097385,0.368880712499647,0.310198079994319,7.26854878388579,134.377214324808,-256.178224631179,160.722497491223,19.9404931391123,0.152820423753231,0.689444975648042,0.00111974187522279
876,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T TDS Transparancy Color",0.38607924448856,0.353021973037944,0.368890144457908,0.308411351369541,7.27515943661399,134.384271313996,-256.172026343519,160.72955448041,19.9415128742034,0.152828238823182,0.689480233112848,0.00111979913760217
877,7,"Fraction_size Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T DO Transparancy",0.386065497695429,0.353007486032875,0.368894274492665,0.310014961635555,7.27805414062564,134.38736134833,-256.169312297593,160.732644514745,19.941959400648,0.152831660923128,0.68949567181898,0.0011198242119248
878,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T TDS ntu Transparancy",0.385966255737609,0.352902900277327,0.368924089000993,0.307157887620168,7.29895182131929,134.409667120889,-256.149720459189,160.754950287304,19.9451830003744,0.152856366023085,0.689607128171608,0.00112000523049728
879,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T DO TDS Transparancy",0.385870680158654,0.352802178321043,0.368952799769543,0.308267096207224,7.31907746147209,134.431145425046,-256.130855109411,160.776428591461,19.9482875079531,0.152880158421819,0.689714466898743,0.00112017956154885
880,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river TDS ntu Transparancy Color",0.385126712721712,0.352018151099035,0.369176210197968,0.308708652424695,7.47573694588087,134.598219958889,-255.984095999282,160.943503125304,19.9724532265554,0.153065360228581,0.690549999558692,0.00112153656746014
881,7,"Fraction_size Max_depth distance_from_source_of_the_river T DO Transparancy Color",0.384914859854138,0.351794890769361,0.369239804034861,0.308052549636509,7.52034744811075,134.64575928276,-255.942333942369,160.991042449175,19.9793346793296,0.153118098469389,0.690787926625352,0.00112192298974067
882,7,"Fraction_size Max_depth distance_from_source_of_the_river T DO TDS Transparancy",0.384683133750791,0.351550687106603,0.369309350865256,0.302199778201619,7.56914271800011,134.697739371339,-255.896669128689,161.043022537754,19.9868616590443,0.153175783914857,0.691048172864496,0.00112234566105184
883,7,"Fraction_size distance_from_source_of_the_river T DO TDS ntu Transparancy",0.384643471114281,0.351508888789666,0.36932125330716,0.306989424236374,7.57749459992041,134.706634410204,-255.88885461088,161.051917576619,19.9881499897767,0.153185657454448,0.691092717056269,0.00112241800619697
884,7,"Fraction_size distance_from_source_of_the_river T DO ntu Transparancy Color",0.384584965432002,0.351447232801417,0.369338809697097,0.311712900894937,7.58981431925994,134.719754284599,-255.877328374925,161.065037451014,19.9900503845848,0.153200221745203,0.691158423437906,0.0011225247212933
885,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river DO TDS Transparancy Color",0.384496477589913,0.35135398022937,0.369365361550495,0.310254235449721,7.60844747311825,134.739595275963,-255.859897209405,161.084878442378,19.9929246666911,0.153222249736507,0.691257802091328,0.00112268612422417
886,7,"Fraction_size distance_from_source_of_the_river T DO TDS Transparancy Color",0.384472352296058,0.35132855588123,0.369372600307257,0.309260661077177,7.61352760957161,134.745004221948,-255.855145173541,161.090287388363,19.9937083099442,0.153228255440236,0.691284896652119,0.00112273012906194
887,7,"Fraction_size Max_depth distance_from_source_of_the_river T TDS ntu Transparancy",0.38377196063281,0.35059045082073,0.369582689926513,0.299764090375673,7.76101121086975,134.90194128497,-255.717259754943,161.247224451385,20.0164585904067,0.153402609578649,0.692071490366229,0.00112400765221692
888,7,"Fraction_size Riverine_vs_Lentic DO TDS ntu Transparancy Color",0.383458308948338,0.350259910199402,0.369676734240582,0.313703249616398,7.82705779938087,134.972163537063,-255.655557134945,161.317446703478,20.0266466953825,0.15348068941894,0.692423745334944,0.00112457975681288
889,7,"Fraction_size Max_depth distance_from_source_of_the_river T ntu Transparancy Color",0.383423318671588,0.350223035830827,0.369687224129512,0.304027378909293,7.83442580830535,134.979995158586,-255.648675479554,161.325278325001,20.027783257468,0.153489399830379,0.692463042107293,0.00112464357951536
890,7,"Fraction_size Max_depth distance_from_source_of_the_river T DO ntu Transparancy",0.383032068226187,0.349810718053751,0.369804498555615,0.30575060793002,7.91681260375873,135.067535670218,-255.571750846652,161.412818836633,20.0404919429522,0.153586796955289,0.692902446453667,0.00112535722522193
891,7,"Fraction_size Max_depth distance_from_source_of_the_river T TDS Transparancy Color",0.382891393333626,0.349662468359282,0.369846655724866,0.300327451126027,7.94643494345206,135.098997471254,-255.544103159988,161.444280637669,20.0450613766387,0.153621816289436,0.693060435179159,0.00112561381798567
892,7,"Riverine_vs_Lentic Max_depth distance_from_source_of_the_river T DO ntu Transparancy",0.382856645584693,0.349625849577715,0.369857068120428,0.308007027256734,7.9537518825569,135.10676766649,-255.537274847795,161.452050832905,20.0461900608809,0.153630466326472,0.693099459574113,0.00112567719831438
893,7,"Fraction_size distance_from_source_of_the_river T TDS ntu Transparancy Color",0.382557364889535,0.349310453768202,0.369946737451825,0.304155235037274,8.01677232816908,135.173673879732,-255.478477230763,161.518957046147,20.0559113641304,0.153704968680634,0.693435574816368,0.00112622309004606
894,7,"Fraction_size Riverine_vs_Lentic T TDS ntu Transparancy Color",0.381952631977685,0.348673158314944,0.370127858906193,0.309056815041484,8.14411277544053,135.308767078849,-255.35974769378,161.654050245264,20.0755544353882,0.153855509715527,0.694114736394293,0.0011273261304419
895,7,"Fraction_size Riverine_vs_Lentic Max_depth TDS ntu Transparancy Color",0.381693244455908,0.348399803772765,0.370205520006236,0.305703097315992,8.19873279428251,135.366671974943,-255.30885315842,161.711955141358,20.0839799195545,0.153920081140698,0.694406048534134,0.0011277992565263
896,7,"Fraction_size Max_depth distance_from_source_of_the_river DO TDS ntu Transparancy",0.381378463533849,0.348068073108748,0.370299744115713,0.299754664604505,8.26501716978456,135.436910109947,-255.247115644442,161.782193276362,20.0942047046809,0.153998442091198,0.694759571723524,0.00112837342086574
897,7,"Max_depth distance_from_source_of_the_river T DO TDS ntu Transparancy",0.38109089708612,0.347765022313834,0.370385801101787,0.302005282082018,8.32557091071124,135.501044555169,-255.190740354253,161.846327721583,20.1035455030952,0.154070028323389,0.695082530964819,0.00112889794566357
898,7,"Fraction_size Max_depth distance_from_source_of_the_river DO ntu Transparancy Color",0.380895007505792,0.347558584833027,0.370444411468535,0.304882808999156,8.36681997502703,135.544715725652,-255.152351128624,161.889998892067,20.1099084327616,0.154118792694518,0.695302530031957,0.00112925525070848
899,7,"Max_depth distance_from_source_of_the_river T DO ntu Transparancy Color",0.38036771130832,0.347002895763383,0.370602132984096,0.304628463670482,8.47785433799103,135.662201298665,-255.04906914408,162.00748446508,20.1270361871436,0.154250056784345,0.695894724222964,0.00113021704556863
900,7,"Max_depth distance_from_source_of_the_river T DO TDS Transparancy Color",0.380200675862967,0.346826866101742,0.370652081576309,0.302926763291286,8.51302749940581,135.699397205821,-255.016368246364,162.044680372235,20.1324618702697,0.154291638263233,0.696082317876975,0.0011305217203104
901,7,"distance_from_source_of_the_river T DO TDS ntu Transparancy Color",0.379808582191372,0.346413659693984,0.370769302870896,0.306965335555916,8.59559185556179,135.786670322713,-254.939638333362,162.131953489128,20.1451979456179,0.154389245299231,0.696522669231229,0.0011312369040721
902,7,"Fraction_size Max_depth distance_from_source_of_the_river TDS ntu Transparancy Color",0.379340862705791,0.345920755313026,0.370909084992495,0.297694775131964,8.69408096922541,135.890704272332,-254.848166038185,162.235987438746,20.1603905157656,0.154505678478274,0.697047954191958,0.00113209003026451
903,7,"Fraction_size Max_depth distance_from_source_of_the_river DO TDS Transparancy Color",0.379119189063496,0.345687145397685,0.370975315732318,0.299457376841421,8.74075946183751,135.939983335813,-254.804834791045,162.285266502228,20.1675909691661,0.15456086148364,0.697296910744073,0.00113249436576098
904,7,"Fraction_size Riverine_vs_Lentic Max_depth DO TDS ntu Transparancy",0.378990180459111,0.345551190176139,0.371013854950381,0.30261571521396,8.76792519577131,135.968654439423,-254.779623476973,162.313937605838,20.1717814558407,0.154592976634699,0.697441797330537,0.00113272967906915
905,7,"Max_depth distance_from_source_of_the_river T TDS ntu Transparancy Color",0.378805988343405,0.345357080023435,0.371068872406011,0.299189139180259,8.80671108940828,136.009579304594,-254.743636170971,162.354862471009,20.1777644258148,0.154638829061735,0.697648659245099,0.00113306564779226
906,7,"Fraction_size Riverine_vs_Lentic T DO TDS ntu Transparancy",0.378667540319702,0.345211177106148,0.371110220913022,0.305478118759102,8.83586451055785,136.040332496242,-254.716592626667,162.385615662657,20.1822615258432,0.154673294043479,0.697804147025565,0.00113331817871935
907,7,"Riverine_vs_Lentic T DO TDS ntu Transparancy Color",0.378337500682111,0.344863366103455,0.371208771069495,0.309870471392862,8.90536196016674,136.113615932716,-254.652146667577,162.458899099131,20.1929819480198,0.154755453468946,0.698174806926245,0.00113392017514679
908,7,"Fraction_size distance_from_source_of_the_river DO TDS ntu Transparancy Color",0.378253881974696,0.344775244850257,0.371233735542934,0.302789399297439,8.92296980553746,136.132176816853,-254.635823552393,162.477459983268,20.1956980697919,0.154776269347334,0.69826871716688,0.0011340726967151
909,7,"Fraction_size Riverine_vs_Lentic Max_depth DO ntu Transparancy Color",0.377969414283279,0.344475459667763,0.371318651173421,0.302872457820463,8.98287103192931,136.195301559393,-254.580307712037,162.540584725807,20.2049382137027,0.154847084181157,0.698588196266472,0.00113459156934266
910,7,"Riverine_vs_Lentic Max_depth DO TDS ntu Transparancy Color",0.377961626413354,0.344467252450996,0.371320975634928,0.306330671152216,8.98451094736984,136.197029319002,-254.578788176481,162.542312485417,20.2051911810555,0.154849022878349,0.698596942643464,0.00113460577451482
911,7,"Fraction_size Riverine_vs_Lentic T DO ntu Transparancy Color",0.377940397266869,0.344444880196623,0.371327311867919,0.306303233005582,8.98898123326902,136.201738951637,-254.574646123982,162.547022118052,20.2058807509945,0.154854307620785,0.698620784607978,0.00113464449674356
912,7,"Fraction_size Riverine_vs_Lentic Max_depth T TDS ntu Transparancy",0.377061367675132,0.343518518242255,0.371589579714933,0.298043224539872,9.17408116612037,136.396608470968,-254.403248806473,162.741891637383,20.2344335890653,0.15507313153767,0.699608002457159,0.00113624785771469
913,7,"Fraction_size Riverine_vs_Lentic Max_depth T ntu Transparancy Color",0.376769678095858,0.343211122301019,0.371676567515426,0.298237506892029,9.23550312738851,136.461211529066,-254.346421878696,162.806494695481,20.2439083159713,0.155145744174209,0.699935592292345,0.00113677990315604
914,7,"Riverine_vs_Lentic Max_depth T TDS ntu Transparancy Color",0.376414777685848,0.342837111868932,0.371782378632147,0.301009590776233,9.31023558540721,136.539773683879,-254.277312482304,162.885056850294,20.255436271382,0.155234092392008,0.700334172752817,0.00113742724594336
